FECHA_CORTE,DEPARTAMENTO,MUNICIPIO,ESTADOS,FECHA_INICIO_OPERACION,FECHA_FIN_OPERACION,VELOCIDAD_SUBIDA,VELOCIDAD_BAJADA,TRAFICO_MENSUAL_SUBIDA,TRAFICO_MENSUAL_BAJADA,USUARIOS_CONECTADOS,INVERSION,META_VIGENCIA,FECHA_VIGENCIA
2023-10-31,BOYACA,SAMACA,EN OPERACION - DESCONECTADA,2020-05-26,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ANTIOQUIA,SAN JERONIMO,EN OPERACION - DESCONECTADA,2020-04-22,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NORTE DE SANTANDER,RAGONVALIA,EN OPERACION - DESCONECTADA,2020-05-16,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CALDAS,BELALCAZAR,EN OPERACION - DESCONECTADA,2020-05-05,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CALDAS,BELALCAZAR,EN OPERACION - DESCONECTADA,2020-05-05,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ANTIOQUIA,MONTEBELLO,EN OPERACION - DESCONECTADA,1899-12-30,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SUCRE,EL ROBLE,EN OPERACION - DESCONECTADA,2020-05-16,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,SUESCA,EN OPERACION - DESCONECTADA,2020-05-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,SUESCA,EN OPERACION - DESCONECTADA,2020-05-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SANTANDER,GUAVATA,EN OPERACION - DESCONECTADA,2020-05-07,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,PUTUMAYO,SAN MIGUEL,EN OPERACION - DESCONECTADA,2020-04-23,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,PUTUMAYO,SAN MIGUEL,EN OPERACION - DESCONECTADA,2020-04-23,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SANTANDER,SAN VICENTE DE CHUCURI,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,SANTANDER,SAN VICENTE DE CHUCURI,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CUNDINAMARCA,PARATEBUENO,EN OPERACION - DESCONECTADA,2020-06-09,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,CUCAITA,EN OPERACION - DESCONECTADA,2020-05-26,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,CACHIPAY,EN OPERACION - DESCONECTADA,2020-05-31,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,VERGARA,EN OPERACION - DESCONECTADA,2020-05-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,SIMIJACA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CUNDINAMARCA,SIMIJACA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,MAGDALENA,SITIONUEVO,EN OPERACION - DESCONECTADA,2020-05-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,MAGDALENA,SITIONUEVO,EN OPERACION - DESCONECTADA,2020-05-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NARIÑO,EL ROSARIO,EN OPERACION - DESCONECTADA,2020-06-03,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CHOCO,EL CANTON DEL SAN PABLO,EN OPERACION - DESCONECTADA,2020-05-18,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,MONGUI,EN OPERACION - DESCONECTADA,2020-05-29,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,PUTUMAYO,COLON,EN OPERACION - DESCONECTADA,2020-05-09,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SUCRE,LA UNION,EN OPERACION - DESCONECTADA,2020-05-26,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,TOLIMA,SALDAÑA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,2.599609375,41.3037109375,4,53963793,,2023-12-31
2023-10-31,HUILA,AGRADO,EN OPERACION - DESCONECTADA,2020-04-21,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,QUINDIO,PIJAO,EN OPERACION - DESCONECTADA,2020-05-19,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,BRICEÑO,EN OPERACION - DESCONECTADA,2020-06-02,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,SIACHOQUE,EN OPERACION - DESCONECTADA,2020-06-02,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CAQUETA,SOLANO,EN OPERACION - DESCONECTADA,2020-07-14,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CAQUETA,SOLANO,EN OPERACION - DESCONECTADA,2020-07-14,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,TOLIMA,HERVEO,EN OPERACION - DESCONECTADA,2020-05-06,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NARIÑO,PUPIALES,EN OPERACION - DESCONECTADA,2020-05-04,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NARIÑO,PUPIALES,EN OPERACION - DESCONECTADA,2020-05-04,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,TENZA,EN OPERACION - DESCONECTADA,2020-05-29,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ANTIOQUIA,BELMIRA,EN OPERACION - DESCONECTADA,1899-12-30,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ANTIOQUIA,CAMPAMENTO,EN OPERACION - DESCONECTADA,2020-04-29,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,SAN EDUARDO,EN OPERACION - DESCONECTADA,2020-06-11,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CASANARE,TAMARA,EN OPERACION - DESCONECTADA,2020-05-19,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,HUILA,TESALIA,EN OPERACION - DESCONECTADA,2020-04-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CALDAS,MARQUETALIA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CALDAS,MARQUETALIA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CUNDINAMARCA,ALBAN,EN OPERACION - DESCONECTADA,2020-05-30,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOLIVAR,MAHATES,EN OPERACION - DESCONECTADA,2020-05-22,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOLIVAR,MAHATES,EN OPERACION - DESCONECTADA,2020-05-22,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,NARIÑO,EN OPERACION - DESCONECTADA,2020-06-11,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,QUIPAMA,EN OPERACION - DESCONECTADA,2020-06-03,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,TOLIMA,ALPUJARRA,EN OPERACION - DESCONECTADA,2020-05-05,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,PUERTO SALGAR,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CUNDINAMARCA,PUERTO SALGAR,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,TOLIMA,GUAMO,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,1.2001953125,22.8017578125,10,53963793,,2023-12-31
2023-10-31,CORDOBA,MOÑITOS,EN OPERACION - DESCONECTADA,2020-06-18,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CORDOBA,MOÑITOS,EN OPERACION - DESCONECTADA,2020-06-18,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SANTANDER,LEBRIJA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,SANTANDER,LEBRIJA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,LA GUAJIRA,ALBANIA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,LA GUAJIRA,ALBANIA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,ATLANTICO,CANDELARIA,EN OPERACION - DESCONECTADA,1899-12-30,2023-08-27,30,30,3.7529296875,85.833984375,29,"65915373,47",,2023-12-31
2023-10-31,BOLIVAR,EL PEÑON,EN OPERACION - DESCONECTADA,2020-05-21,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,SASAIMA,EN OPERACION - DESCONECTADA,2020-05-30,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CESAR,SAN MARTIN,EN OPERACION - DESCONECTADA,2020-05-26,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CESAR,SAN MARTIN,EN OPERACION - DESCONECTADA,2020-05-26,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,GAMEZA,EN OPERACION - DESCONECTADA,2020-05-29,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CESAR,PAILITAS,EN OPERACION - DESCONECTADA,2020-05-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CESAR,PAILITAS,EN OPERACION - DESCONECTADA,2020-05-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ATLANTICO,POLONUEVO,EN OPERACION - DESCONECTADA,2020-07-01,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ATLANTICO,POLONUEVO,EN OPERACION - DESCONECTADA,2020-07-01,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,LA GUAJIRA,URUMITA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,LA GUAJIRA,URUMITA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CAUCA,CALOTO,EN OPERACION - DESCONECTADA,2020-04-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CAUCA,CALOTO,EN OPERACION - DESCONECTADA,2020-04-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ANTIOQUIA,LIBORINA,EN OPERACION - DESCONECTADA,2020-04-20,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,UNE,EN OPERACION - DESCONECTADA,2020-06-04,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,TOLIMA,ARMERO,EN OPERACION - DESCONECTADA,2020-05-02,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CAUCA,GUACHENE,EN OPERACION - DESCONECTADA,2020-04-26,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CAUCA,GUACHENE,EN OPERACION - DESCONECTADA,2020-04-26,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CHOCO,ISTMINA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CHOCO,ISTMINA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,BOYACA,CHITARAQUE,EN OPERACION - DESCONECTADA,2020-06-01,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,VILLAPINZON,EN OPERACION - DESCONECTADA,2020-05-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,VILLAPINZON,EN OPERACION - DESCONECTADA,2020-05-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,CUITIVA,EN OPERACION - DESCONECTADA,2020-05-28,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NORTE DE SANTANDER,CONVENCION,EN OPERACION - DESCONECTADA,2020-07-10,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ANTIOQUIA,GIRALDO,EN OPERACION - DESCONECTADA,2020-05-01,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,PAEZ,EN OPERACION - DESCONECTADA,2020-06-11,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CESAR,SAN ALBERTO,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CESAR,SAN ALBERTO,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,SANTANDER,SANTA HELENA DEL OPON,EN OPERACION - DESCONECTADA,2020-05-30,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NORTE DE SANTANDER,DURANIA,EN OPERACION - DESCONECTADA,2020-05-15,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,TABIO,EN OPERACION,1990-01-01,2023-08-27,20,20,1.2734375,19.501953125,37,53963793,,2023-12-31
2023-10-31,BOYACA,SACHICA,EN OPERACION - DESCONECTADA,2020-05-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,MAGDALENA,ZAPAYAN,EN OPERACION - DESCONECTADA,1899-12-30,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,VALLE DEL CAUCA,SAN PEDRO,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,VALLE DEL CAUCA,SAN PEDRO,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CALDAS,VITERBO,EN OPERACION - DESCONECTADA,2020-04-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,GUATAVITA,EN OPERACION - DESCONECTADA,2020-06-02,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CAUCA,INZA,EN OPERACION - DESCONECTADA,2020-05-08,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CAUCA,INZA,EN OPERACION - DESCONECTADA,2020-05-08,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,META,PUERTO RICO,EN OPERACION - DESCONECTADA,2020-05-07,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,META,PUERTO RICO,EN OPERACION - DESCONECTADA,2020-05-07,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,LA GUAJIRA,LA JAGUA DEL PILAR,EN OPERACION - DESCONECTADA,2020-06-11,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,AQUITANIA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,BOYACA,AQUITANIA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,TOLIMA,ICONONZO,EN OPERACION - DESCONECTADA,2020-05-09,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CAUCA,SUAREZ,EN OPERACION - DESCONECTADA,2020-06-10,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,META,SAN JUANITO,EN OPERACION - DESCONECTADA,2020-06-24,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,VALLE DEL CAUCA,LA CUMBRE,EN OPERACION - DESCONECTADA,2020-06-13,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,HUILA,ALTAMIRA,EN OPERACION - DESCONECTADA,2020-04-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,SESQUILE,EN OPERACION - DESCONECTADA,2020-06-01,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,BELTRAN,EN OPERACION - DESCONECTADA,2020-05-28,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,NEMOCON,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CUNDINAMARCA,NEMOCON,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,SANTANDER,MACARAVITA,EN OPERACION - DESCONECTADA,2020-05-13,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,CHINAVITA,EN OPERACION - DESCONECTADA,2020-06-06,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,VALLE DEL CAUCA,EL AGUILA,EN OPERACION - DESCONECTADA,2020-06-29,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CESAR,BECERRIL,EN OPERACION - DESCONECTADA,2020-05-15,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ANTIOQUIA,TAMESIS,EN OPERACION - DESCONECTADA,2021-03-04,2024-06-02,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SANTANDER,PALMAR,EN OPERACION - DESCONECTADA,2020-05-03,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,PASCA,EN OPERACION - DESCONECTADA,2020-06-02,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CORDOBA,PUERTO ESCONDIDO,EN OPERACION - DESCONECTADA,2020-05-15,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CORDOBA,PUERTO ESCONDIDO,EN OPERACION - DESCONECTADA,2020-05-15,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NARIÑO,ARBOLEDA,EN OPERACION - DESCONECTADA,2020-04-30,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,LA GUAJIRA,DIBULLA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,LA GUAJIRA,DIBULLA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,NARIÑO,CONTADERO,EN OPERACION - DESCONECTADA,2020-05-01,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,HUILA,PALERMO,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,HUILA,PALERMO,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CALDAS,LA MERCED,EN OPERACION - DESCONECTADA,2020-05-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,BITUIMA,EN OPERACION - DESCONECTADA,2020-05-29,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CALDAS,MARULANDA,EN OPERACION - DESCONECTADA,2020-06-22,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,LA GUAJIRA,DISTRACCION,EN OPERACION - DESCONECTADA,2020-06-12,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,LA GUAJIRA,DISTRACCION,EN OPERACION - DESCONECTADA,2020-06-12,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NORTE DE SANTANDER,GRAMALOTE,EN OPERACION - DESCONECTADA,2020-06-14,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SANTANDER,CONCEPCION,EN OPERACION - DESCONECTADA,2020-05-11,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SANTANDER,CONFINES,EN OPERACION - DESCONECTADA,2020-05-06,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,SOATA,EN OPERACION - DESCONECTADA,2020-06-09,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SANTANDER,JORDAN,EN OPERACION - DESCONECTADA,2020-05-09,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CALDAS,SUPIA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CALDAS,SUPIA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,CASANARE,TRINIDAD,EN OPERACION - DESCONECTADA,2020-05-19,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CASANARE,TRINIDAD,EN OPERACION - DESCONECTADA,2020-05-19,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,GUACHETA,EN OPERACION - DESCONECTADA,2020-06-23,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SANTANDER,GsEPSA,EN OPERACION - DESCONECTADA,2020-05-05,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SANTANDER,BOLIVAR,EN OPERACION - DESCONECTADA,2020-05-05,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NARIÑO,GUACHUCAL,EN OPERACION - DESCONECTADA,2020-04-25,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,ANTIOQUIA,NARIÑO,EN OPERACION - DESCONECTADA,2020-05-28,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,HUILA,SUAZA,EN OPERACION - DESCONECTADA,2020-04-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,HUILA,SUAZA,EN OPERACION - DESCONECTADA,2020-04-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,MAGDALENA,EL RETEN,EN OPERACION - DESCONECTADA,2020-05-19,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,MAGDALENA,EL RETEN,EN OPERACION - DESCONECTADA,2020-05-19,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,HUILA,PITAL,EN OPERACION - DESCONECTADA,2020-04-16,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,HUILA,PITAL,EN OPERACION - DESCONECTADA,2020-04-16,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NARIÑO,MAGsI,EN OPERACION - DESCONECTADA,1899-12-30,2023-08-27,30,30,1.0029296875,12.587890625,39,"65915373,47",,2023-12-31
2023-10-31,CHOCO,MEDIO SAN JUAN,EN OPERACION - DESCONECTADA,2020-07-23,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CHOCO,MEDIO SAN JUAN,EN OPERACION - DESCONECTADA,2020-07-23,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NORTE DE SANTANDER,CACOTA,EN OPERACION - DESCONECTADA,2020-05-17,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CASANARE,SABANALARGA,EN OPERACION - DESCONECTADA,2020-05-20,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CAUCA,ROSAS,EN OPERACION - DESCONECTADA,2020-05-26,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,MAGDALENA,SABANAS DE SAN ANGEL,EN OPERACION - DESCONECTADA,2020-06-04,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,NUEVO COLON,EN OPERACION - DESCONECTADA,2020-05-30,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOLIVAR,MARGARITA,EN OPERACION - DESCONECTADA,2020-05-18,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,UBALA,EN OPERACION - DESCONECTADA,2020-06-04,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CUNDINAMARCA,GUTIERREZ,EN OPERACION - DESCONECTADA,2020-06-04,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,PANQUEBA,EN OPERACION - DESCONECTADA,2020-06-10,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,CASANARE,SAN LUIS DE PALENQUE,EN OPERACION - DESCONECTADA,2020-05-12,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,NARIÑO,FUNES,EN OPERACION - DESCONECTADA,2020-05-08,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOYACA,VILLA DE LEYVA,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,4.75,47.884765625,232,53963793,,2023-12-31
2023-10-31,BOLIVAR,TALAIGUA NUEVO,EN OPERACION - DESCONECTADA,2020-05-07,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,SUCRE,COVEÑAS,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,SUCRE,COVEÑAS,EN OPERACION - DESCONECTADA,1990-01-01,2023-08-27,20,20,0,0,0,53963793,,2023-12-31
2023-10-31,SUCRE,CAIMITO,EN OPERACION - DESCONECTADA,2020-05-16,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOLIVAR,RIO VIEJO,EN OPERACION - DESCONECTADA,2020-05-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
2023-10-31,BOLIVAR,RIO VIEJO,EN OPERACION - DESCONECTADA,2020-05-27,2023-08-27,30,30,0,0,0,"65915373,47",,2023-12-31
