Fecha de emisión,Fecha de corte,"Cód. 
depto.",Departamento,No. de productores con acuerdos comerciales,No. de productores mujeres con acuerdos comerciales,No. de productores hombres con acuerdos comerciales,No. de productores sin definir,"Valor estimado de los acuerdos comerciales
 ($ millones)"
12/15/2021 12:00:00 AM,08/31/2019 12:00:00 AM,88,San Andrés y Providencia,0,0,0,0,0
12/15/2021 12:00:00 AM,08/31/2019 12:00:00 AM,68,Santander,35,0,0,35,166000000
12/15/2021 12:00:00 AM,08/31/2019 12:00:00 AM,70,Sucre,32,0,0,32,525787500
12/15/2021 12:00:00 AM,08/31/2019 12:00:00 AM,73,Tolima,0,0,0,0,0
12/15/2021 12:00:00 AM,08/31/2019 12:00:00 AM,76,Valle del Cauca,4,0,0,4,0
12/15/2021 12:00:00 AM,08/31/2019 12:00:00 AM,97,Vaupés,0,0,0,0,0
12/15/2021 12:00:00 AM,08/31/2019 12:00:00 AM,99,Vichada,10,0,0,10,304000110
12/15/2021 12:00:00 AM,08/31/2019 12:00:00 AM,0,Sin información,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,91,Amazonas,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,5,Antioquia,53,3,7,43,1542226380
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,81,Arauca,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,8,Atlántico,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,11,Bogotá,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,13,Bolívar,92,0,0,92,23940000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,15,Boyacá,173,0,0,173,458202000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,17,Caldas,17,0,0,17,202500000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,18,Caquetá,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,85,Casanare,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,19,Cauca,419,18,62,339,205889000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,20,Cesar,2,0,0,2,76444000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,27,Chocó,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,23,Córdoba,43,0,0,43,1068080000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,25,Cundinamarca,22,0,0,22,340000000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,94,Guainía,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,95,Guaviare,20,0,0,20,70000000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,41,Huila,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,44,La Guajira,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,47,Magdalena,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,50,Meta,118,0,0,118,1075300000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,52,Nariño,5,0,0,5,142269600
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,54,Norte de Santander,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,86,Putumayo,141,46,94,1,77012800
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,63,Quindío,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,66,Risaralda,15,0,0,15,105000000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,88,San Andrés y Providencia,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,68,Santander,30,0,0,30,9450000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,70,Sucre,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,73,Tolima,47,0,0,47,136368000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,76,Valle del Cauca,51,0,0,51,18000000
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,97,Vaupés,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,99,Vichada,0,0,0,0,0
12/15/2021 12:00:00 AM,09/30/2019 12:00:00 AM,0,Sin información,0,0,0,0,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,91,Amazonas,0,0,0,0,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,5,Antioquia,293,5,29,259,1020249832
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,81,Arauca,7,0,0,7,113200000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,8,Atlántico,1,0,0,1,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,11,Bogotá,0,0,0,0,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,13,Bolívar,77,0,0,77,107605000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,15,Boyacá,110,4,61,45,31470900
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,17,Caldas,0,0,0,0,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,18,Caquetá,24,2,5,17,22321088
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,85,Casanare,91,30,61,0,96000000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,19,Cauca,130,103,27,0,2240000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,20,Cesar,0,0,0,0,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,27,Chocó,17,0,0,17,44000000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,23,Córdoba,42,16,26,0,149680000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,25,Cundinamarca,0,0,0,0,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,94,Guainía,30,0,0,30,7040000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,95,Guaviare,0,0,0,0,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,41,Huila,36,8,26,2,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,44,La Guajira,13,7,6,0,67800000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,47,Magdalena,2,0,0,2,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,50,Meta,427,0,0,427,251829329
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,52,Nariño,0,0,0,0,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,54,Norte de Santander,37,0,0,37,661544840
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,86,Putumayo,15,0,0,15,121500000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,63,Quindío,32,0,1,31,270000000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,66,Risaralda,64,0,4,60,60447860
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,88,San Andrés y Providencia,0,0,0,0,0
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,68,Santander,100,0,6,94,59295000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,70,Sucre,198,0,0,198,100000000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,73,Tolima,42,0,0,42,926724100
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,76,Valle del Cauca,100,1,7,92,1400389030
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,97,Vaupés,130,0,0,130,140000000
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,99,Vichada,3,0,0,3,47985071
12/15/2021 12:00:00 AM,10/31/2019 12:00:00 AM,0,Sin información,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,91,Amazonas,150,0,0,150,3728100000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,5,Antioquia,524,74,440,10,371468000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,81,Arauca,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,8,Atlántico,26,0,0,26,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,11,Bogotá,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,13,Bolívar,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,15,Boyacá,200,0,0,200,5148005936
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,17,Caldas,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,18,Caquetá,258,0,0,258,12298656800
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,85,Casanare,62,0,0,62,3508920
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,19,Cauca,180,25,33,122,1037814135
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,20,Cesar,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,27,Chocó,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,23,Córdoba,135,12,59,64,309546000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,25,Cundinamarca,76,6,10,60,523808000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,94,Guainía,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,95,Guaviare,71,0,0,71,572592000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,41,Huila,99,0,0,99,2127706152
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,44,La Guajira,14,6,8,0,200000000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,47,Magdalena,130,46,72,12,205200000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,50,Meta,192,0,0,192,2759509220
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,52,Nariño,142,0,0,142,839228000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,54,Norte de Santander,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,86,Putumayo,529,0,0,529,12402090000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,63,Quindío,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,66,Risaralda,17,6,11,0,8000000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,88,San Andrés y Providencia,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,68,Santander,1,0,0,1,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,70,Sucre,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,73,Tolima,878,0,0,878,34876179000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,76,Valle del Cauca,50,0,0,50,146356320
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,97,Vaupés,0,0,0,0,0
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,99,Vichada,56,4,13,39,713400000
12/15/2021 12:00:00 AM,11/30/2019 12:00:00 AM,0,Sin información,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,91,Amazonas,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,5,Antioquia,40,33,40,-33,1992768
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,81,Arauca,6,0,0,6,470780000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,8,Atlántico,131,23,108,0,488569088
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,11,Bogotá,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,13,Bolívar,513,121,193,199,1370919000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,15,Boyacá,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,17,Caldas,2,0,0,2,237324000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,18,Caquetá,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,85,Casanare,106,23,83,0,508796680
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,19,Cauca,685,27,66,592,709517796
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,20,Cesar,200,39,161,0,10567111560
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,27,Chocó,943,0,0,943,31253000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,23,Córdoba,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,25,Cundinamarca,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,94,Guainía,10,0,0,10,112965000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,95,Guaviare,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,41,Huila,376,249,127,0,157412258
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,44,La Guajira,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,47,Magdalena,119,24,95,0,569135880
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,50,Meta,322,80,142,100,891195500
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,52,Nariño,67,10,57,0,31599585
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,54,Norte de Santander,148,31,117,0,11960850000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,86,Putumayo,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,63,Quindío,2,0,0,2,270000000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,66,Risaralda,3,0,0,3,105000000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,88,San Andrés y Providencia,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,68,Santander,654,0,0,654,27000000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,70,Sucre,79,1,0,78,42600000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,73,Tolima,437,63,125,249,951370482
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,76,Valle del Cauca,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,97,Vaupés,0,0,0,0,0
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,99,Vichada,59,10,30,19,446525000
12/15/2021 12:00:00 AM,12/31/2019 12:00:00 AM,0,Sin información,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,91,Amazonas,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,5,Antioquia,197,53,144,0,1256449080
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,81,Arauca,34,0,0,34,2621315193
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,8,Atlántico,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,11,Bogotá,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,13,Bolívar,143,49,94,0,266923800
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,15,Boyacá,629,172,457,0,1631712600
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,17,Caldas,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,18,Caquetá,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,85,Casanare,641,51,92,498,41577737823
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,19,Cauca,491,39,111,341,29206351536
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,20,Cesar,147,28,119,0,394505100
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,27,Chocó,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,23,Córdoba,155,34,121,0,478929200
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,25,Cundinamarca,380,149,231,0,4371862000
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,94,Guainía,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,95,Guaviare,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,41,Huila,300,81,219,0,1698838350
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,44,La Guajira,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,47,Magdalena,304,68,236,0,28654307629
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,50,Meta,270,0,0,270,20816326531
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,52,Nariño,404,139,187,78,8098325442
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,54,Norte de Santander,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,86,Putumayo,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,63,Quindío,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,66,Risaralda,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,88,San Andrés y Providencia,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,68,Santander,594,307,287,0,5015034325
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,70,Sucre,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,73,Tolima,116,0,0,116,176930638
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,76,Valle del Cauca,558,6,15,537,43753360544
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,97,Vaupés,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,99,Vichada,0,0,0,0,0
12/15/2021 12:00:00 AM,01/31/2020 12:00:00 AM,0,Sin información,0,0,0,0,0
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,91,Amazonas,0,0,0,0,0
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,5,Antioquia,318,27,88,203,40704392630
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,81,Arauca,0,0,0,0,0
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,8,Atlántico,425,99,326,0,9272500
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,11,Bogotá,0,0,0,0,0
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,13,Bolívar,700,42,51,607,10416209942
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,15,Boyacá,682,125,192,365,4321305713
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,17,Caldas,3024,59,213,2752,58878822130
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,18,Caquetá,74,21,53,0,36663264
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,85,Casanare,8,2,1,5,523223500
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,19,Cauca,643,238,405,0,186520500
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,20,Cesar,46,21,22,3,338638800
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,27,Chocó,49,16,32,1,444320000
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,23,Córdoba,294,17,117,160,2933959297
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,25,Cundinamarca,534,185,347,2,499215898
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,94,Guainía,12,5,7,0,9900800
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,95,Guaviare,30,9,21,0,16000000
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,41,Huila,113,0,0,113,6770283566
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,44,La Guajira,79,23,56,0,6160000
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,47,Magdalena,135,23,55,57,26588587407
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,50,Meta,91,30,55,6,1013522600
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,52,Nariño,143,11,19,113,1986524476
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,54,Norte de Santander,367,34,109,224,1584810000
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,86,Putumayo,156,27,16,113,2563724476
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,63,Quindío,2,0,0,2,130200000
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,66,Risaralda,133,2,15,116,1462469000
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,88,San Andrés y Providencia,16,16,0,0,202500
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,68,Santander,1051,18,38,995,9460082500
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,70,Sucre,513,20,215,278,1668091000
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,73,Tolima,281,25,255,1,654806540
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,76,Valle del Cauca,6,0,0,6,4457880000
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,97,Vaupés,0,0,0,0,0
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,99,Vichada,1,0,0,1,0
12/15/2021 12:00:00 AM,02/29/2020 12:00:00 AM,0,Sin información,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,91,Amazonas,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,5,Antioquia,589,0,0,589,5913295958
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,81,Arauca,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,8,Atlántico,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,11,Bogotá,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,13,Bolívar,57,12,16,29,142446560
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,15,Boyacá,104,0,0,104,1564261950
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,17,Caldas,106,0,0,106,1215834459
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,18,Caquetá,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,85,Casanare,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,19,Cauca,24,0,0,24,267820000
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,20,Cesar,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,27,Chocó,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,23,Córdoba,75,0,0,75,344898000
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,25,Cundinamarca,5,0,0,5,21427672
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,94,Guainía,47,22,25,0,28951620
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,95,Guaviare,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,41,Huila,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,44,La Guajira,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,47,Magdalena,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,50,Meta,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,52,Nariño,96,0,0,96,92758000
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,54,Norte de Santander,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,86,Putumayo,31,18,13,0,429300000
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,63,Quindío,97,0,0,97,299768791
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,66,Risaralda,273,0,0,273,3447394142
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,88,San Andrés y Providencia,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,68,Santander,91,0,0,91,281369220
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,70,Sucre,57,0,0,57,93607500
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,73,Tolima,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,76,Valle del Cauca,167,0,0,167,1026354494
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,97,Vaupés,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,99,Vichada,0,0,0,0,0
12/15/2021 12:00:00 AM,03/31/2020 12:00:00 AM,0,Sin información,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,91,Amazonas,5,2,3,0,5702400
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,5,Antioquia,68,0,0,68,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,81,Arauca,138,3,133,2,1604900000
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,8,Atlántico,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,11,Bogotá,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,13,Bolívar,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,15,Boyacá,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,17,Caldas,3,0,0,3,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,18,Caquetá,1,0,0,1,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,85,Casanare,46,8,29,9,480000000
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,19,Cauca,1315,441,874,0,7739020
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,20,Cesar,1,0,0,1,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,27,Chocó,2,0,0,2,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,23,Córdoba,1,0,0,1,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,25,Cundinamarca,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,94,Guainía,16,0,16,0,15240000
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,95,Guaviare,22,13,9,0,50750000
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,41,Huila,33,0,0,33,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,44,La Guajira,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,47,Magdalena,78,26,42,10,154686391
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,50,Meta,4,0,0,4,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,52,Nariño,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,54,Norte de Santander,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,86,Putumayo,0,0,0,0,0
12/15/2021 12:00:00 AM,04/30/2020 12:00:00 AM,63,Quindío,3,0,0,3,0
